"id","facebook_id","name","latitude","longitude"
"322","115061148509132","Gales Ferry, Connecticut","41.429699","-72.082497"
"323","112515212094907","Sharpsburg, Kentucky","38.201389","-83.930275"
"324","104049172966135","Swindon","51.558300","-1.781100"
"325","108216552532075","Cleveland, Tennessee","35.171482","-84.871063"
"326","108075069213321","Chandler, Arizona","33.303299","-111.841400"
"327","108206735867731","Inkster, Michigan","42.294201","-83.309998"
"328","105516719480575","Caserta, Italy","41.066700","14.333300"
"329","110639715625917","Dar es Salaam, Tanzania","-6.800000","39.283298"
"330","105699866131371","Bloomington, Minnesota","44.833698","-93.309998"
"331","106236399412148","Canoga Park, California","34.201099","-118.597000"
"332","111716088855442","Stratford-upon-Avon, Warwickshire","52.183300","-1.700000"
"333","108373722520441","Tadley","51.333302","-1.116670"
"334","106076586099038","Coventry, United Kingdom","52.408100","-1.510600"
"335","108758412482112","Gwalior","26.223600","78.179199"
"336","111983945494775","Calgary, Alberta","51.044998","-114.056999"
"337","108543735836363","Springfield, Ohio","39.926945","-83.804169"
"338","104029506299371","Abilene, Texas","32.446400","-99.745499"
"339","109478605737093","Aberdeen","57.152599","-2.110000"
"340","109870912368806","Ottawa, Ontario","45.416698","-75.699997"
"341","109331462425852","Chillicothe, Missouri","39.798100","-93.555252"
"342","105915499439993","Dix Hills, New York","40.800484","-73.333458"
"343","112705132076905","Cornwall, Ontario","45.016701","-74.733299"
"344","109441255749117","Paducah, Kentucky","37.072201","-88.627403"
"345","112506942094106","Madison, Georgia","33.588055","-83.472504"
"346","108207372533823","Slippery Rock, Pennsylvania","41.063900","-80.056702"
"347","113194725360629","Newcastle upon Tyne","54.988098","-1.619440"
"348","103119083061432","Dallas, Georgia","33.923599","-84.840797"
"349","105519796149425","Sotogrande","42.150002","-7.183330"
"350","107398675956038","Guiguinto, Bulacan","14.832390","120.886169"
"351","113452675332077","West Warwick, Rhode Island","41.706100","-71.523598"
"352","101870663188020","Marseille, France","43.296398","5.370000"
"353","115142871831620","Derry, Ireland","53.014400","-8.851390"
"354","104040679632383","Dwarka","22.233299","68.966698"
"355","103115829728894","West Bend, Wisconsin","43.425301","-88.183296"
"356","110624502291567","Cobh, Ireland","51.857201","-8.299170"
"357","109443675747716","Slovenj Gradec","46.510300","15.080600"
"358","106591059378198","Strathroy, Ontario","42.950001","-81.616699"
"359","106039436102339","Tallinn, Estonia","59.437004","24.745924"
"360","100249560017125","Newbridge, Kildare, Ireland","53.181900","-6.796670"
"361","115079861840690","Genk, Belgium","50.965649","5.500202"
"362","103700146335304","Prince George, British Columbia","53.916698","-122.766998"
"363","108105659222437","Rio Claro, Sao Paulo","-22.400000","-47.549999"
"364","112451892105147","Goose Creek, South Carolina","33.000000","-80.033333"
"365","109369119081169","Regina, Saskatchewan","50.454700","-104.606697"
"366","103990676304130","Athens, Georgia","33.960800","-83.378098"
"367","115753025103602","Edinburgh, United Kingdom","55.949402","-3.160300"
"368","107692039259907","Seffner, Florida","27.992298","-82.276695"
"369","115200305158163","Hyderabad, Andhra Pradesh","17.375299","78.474403"
"370","103723936333579","Næstved","55.228146","11.760389"
"371","107877565901750","Stockton-on-Tees","54.583302","-1.416670"
"372","109587882401196","Rochester Hills, Michigan","42.665699","-83.158096"
"373","107074535989645","Leswalt, Dumfries And Galloway, United Kingdom","54.916698","-5.083330"
"374","115602441786187","Vega Baja","18.446400","-66.388100"
"375","112404095438464","Hagonoy, Bulacan","14.835566","120.737144"
"376","111612325521963","Doha","25.286699","51.533298"
"377","108273179195093","Milltown, New Jersey","40.456100","-74.443604"
"378","105782926129203","Florence, Italy","43.783298","11.250000"
"379","112965575395893","Prishtinë","42.659073","21.161482"
"380","112139312146369","Banbury, Oxfordshire","52.049999","-1.333330"
"381","112309152119072","Charlottesville, Virginia","38.036469","-78.493294"
"382","104049109632780","Gainesville, Virginia","38.794800","-77.620697"
"383","106447066058672","Châteauguay, Quebec","45.383301","-73.750000"
"384","106065422766757","Tbilisi, Georgia","41.716702","44.783298"
"385","106224666074625","Austin, Texas","30.267200","-97.763901"
"386","106102682762978","Saint Andrews, New Brunswick","45.066700","-67.033302"
"387","110426568978584","Jalandhar, India","31.325600","75.579201"
"388","104072556295818","Huddersfield","53.649937","-1.786197"
"389","106562399381316","Bergen, Hordaland","60.390930","5.323511"
"390","103098776397159","Fgura","35.870300","14.513300"
"391","112975315379435","Hamilton, Ohio","39.395832","-84.565002"
"392","106013482772674","Sofia, Bulgaria","42.683300","23.316700"
"393","110234925673168","Plovdiv, Bulgaria","42.150002","24.750000"
"394","104032166301232","Rigby, Idaho","43.673889","-111.916389"
"395","102179163156543","Cali, Colombia","3.420600","-76.522202"
"396","106297619405550","Christchurch, New Zealand","-43.529999","172.620300"
"397","104128372958248","Damascus, Maryland","39.271111","-77.206108"
"398","114016108608476","Magalia, California","39.826000","-121.602997"
"399","108409712517254","Pearl City, Hawaii","21.408300","-157.966995"
"400","110713778953693","Karachi, Pakistan","24.860001","67.010002"
"401","114957048520360","Antalya, Turkey","36.900002","30.683300"
